,age,nationality,club,overall,potential,value_eur,preferred_foot,international_reputation,weak_foot,skill_moves,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,main_position,bmi
3091,29,31,106,73,73,4000000,1,1,3,3,77.0,70.0,57.0,73.0,27.0,73.0,49,72,72,67,64,77,56,56,43,68,74,79,77,66,65,74,71,76,76,62,64,26,73,58,71,71,17,26,19,71,71,71,68,70,70,70,68,67,67,67,67,60,60,60,67,50,47,47,47,50,47,44,44,44,47,1,21.55594748187341
3092,30,35,372,73,73,0,1,1,3,3,53.0,62.0,67.0,69.0,70.0,74.0,64,57,68,71,61,66,56,59,70,71,55,52,73,71,72,70,73,72,72,66,83,76,63,64,52,68,64,72,71,64,64,64,64,65,65,65,64,66,66,66,65,69,69,69,65,68,71,71,71,68,68,71,71,71,68,6,27.143037495265748
3093,30,2,136,73,73,3800000,1,2,4,3,80.0,73.0,68.0,71.0,38.0,81.0,68,71,78,71,59,70,68,49,64,72,77,83,73,72,66,85,91,84,81,72,73,49,72,71,61,63,37,24,22,74,74,74,72,73,73,73,72,71,71,71,72,67,67,67,72,58,57,57,57,58,55,53,53,53,55,11,25.10633270321361
3094,33,11,319,73,73,2400000,1,1,4,3,76.0,72.0,74.0,73.0,43.0,64.0,75,69,45,73,75,72,80,75,72,74,75,77,72,67,80,77,63,67,74,72,37,60,70,75,74,72,34,43,30,69,69,69,72,71,71,71,72,72,72,72,72,69,69,69,72,61,59,59,59,61,57,50,50,50,57,11,26.82742078020452
3095,27,1,192,73,73,4300000,1,1,4,3,70.0,73.0,61.0,70.0,37.0,74.0,55,73,70,67,70,71,65,47,55,72,64,74,66,66,67,76,64,67,78,68,75,36,72,62,76,71,27,40,29,71,71,71,68,69,69,69,68,68,68,68,67,63,63,63,67,53,53,53,53,53,51,51,51,51,51,1,23.702162099664697
3096,29,12,165,73,73,3900000,1,1,3,4,77.0,70.0,72.0,74.0,34.0,61.0,75,68,54,73,66,75,72,70,66,73,74,79,77,72,72,78,66,64,60,67,56,30,72,71,61,73,29,35,30,70,70,70,73,72,72,72,73,72,72,72,72,66,66,66,72,56,53,53,53,56,53,45,45,45,53,0,22.30935640886966
3097,31,1,179,73,73,3500000,1,1,4,4,86.0,64.0,70.0,75.0,54.0,68.0,71,64,55,71,62,73,74,69,65,74,89,84,88,70,77,66,59,81,60,62,75,52,70,70,59,67,58,55,46,68,68,68,73,71,71,71,73,71,71,71,73,68,68,68,73,66,63,63,63,66,64,59,59,59,64,0,24.897060231734173
3098,32,54,259,73,73,3100000,1,1,4,4,73.0,69.0,70.0,74.0,61.0,68.0,64,66,61,73,76,74,74,64,68,74,73,73,79,70,70,74,47,82,59,70,77,58,75,74,66,71,67,63,46,70,70,70,71,72,72,72,71,72,72,72,72,71,71,71,72,66,67,67,67,66,65,62,62,62,65,11,22.15910864205237
3099,31,53,251,73,73,3500000,0,1,2,3,67.0,72.0,77.0,70.0,56.0,64.0,84,71,46,74,62,70,78,74,74,71,68,67,67,74,69,77,64,69,65,78,56,61,66,76,61,73,51,60,62,68,68,68,72,70,70,70,72,71,71,71,72,71,71,71,72,68,66,66,66,68,65,59,59,59,65,11,24.453568409612362
3100,32,2,229,73,73,3100000,1,1,4,3,82.0,68.0,66.0,77.0,35.0,64.0,64,69,61,67,66,78,64,68,60,75,83,82,84,68,78,70,68,72,59,62,63,26,69,71,67,68,29,39,31,69,69,69,72,72,72,72,72,71,71,71,71,65,65,65,71,56,52,52,52,56,53,47,47,47,53,3,22.59814049586777
3101,30,4,376,73,73,3200000,1,1,3,2,35.0,38.0,57.0,53.0,72.0,81.0,41,28,72,63,58,47,58,62,68,67,34,36,36,67,45,64,72,71,88,22,79,72,34,53,67,67,71,72,70,50,50,50,46,49,49,49,46,50,50,50,51,59,59,59,51,61,69,69,69,61,62,72,72,72,62,4,22.917609778180175
3102,29,7,135,73,73,3300000,1,1,3,3,51.0,45.0,69.0,72.0,74.0,69.0,74,39,69,74,42,70,54,44,73,75,59,44,66,74,78,58,81,78,63,41,71,75,53,62,58,69,75,74,74,58,58,58,62,61,61,61,62,64,64,64,66,69,69,69,66,72,73,73,73,72,71,72,72,72,71,9,22.59814049586777
3103,33,11,215,73,73,1900000,1,1,2,2,69.0,63.0,68.0,67.0,70.0,75.0,64,61,59,71,44,64,61,45,70,71,68,70,68,69,70,72,80,75,73,65,78,73,69,73,56,61,71,70,68,66,66,66,67,68,68,68,67,68,68,68,68,70,70,70,68,69,71,71,71,69,69,70,70,70,69,6,22.724403484408533
3104,28,35,372,73,73,0,1,1,4,3,79.0,69.0,62.0,74.0,39.0,83.0,66,71,68,68,65,73,63,48,44,73,78,79,83,74,76,68,78,88,85,66,73,42,73,64,69,76,31,39,24,72,72,72,71,71,71,71,71,70,70,70,71,64,64,64,71,59,55,55,55,59,56,53,53,53,56,1,25.127830533235937
3105,28,20,192,73,73,4000000,0,1,4,3,71.0,62.0,70.0,71.0,68.0,72.0,60,56,54,76,56,70,58,53,75,74,69,72,75,73,58,74,58,65,74,68,81,68,66,73,55,67,69,73,67,66,66,66,68,69,69,69,68,71,71,71,69,72,72,72,69,69,72,72,72,69,68,69,69,69,68,5,22.530864197530864
3106,31,11,37,73,73,3000000,1,1,3,2,44.0,35.0,47.0,56.0,71.0,77.0,36,29,76,63,38,47,35,43,54,64,35,52,67,72,52,54,80,69,79,34,80,75,28,30,30,66,67,71,73,50,50,50,46,47,47,47,46,48,48,48,48,54,54,54,48,62,66,66,66,62,64,72,72,72,64,4,22.54595907041276
3108,30,34,213,73,73,3300000,1,1,4,2,65.0,55.0,67.0,61.0,70.0,77.0,50,39,54,73,56,55,68,60,70,69,66,64,63,68,55,73,64,83,77,73,73,74,59,71,55,67,76,70,64,60,60,60,61,62,62,62,61,64,64,64,63,69,69,69,63,68,72,72,72,68,68,69,69,69,68,6,25.351541373715524
3109,32,54,317,73,73,3100000,1,1,3,3,78.0,71.0,69.0,76.0,46.0,65.0,64,71,57,72,61,76,71,62,66,74,77,79,79,73,79,75,77,69,61,71,69,37,73,70,63,65,56,40,42,71,71,71,73,73,73,73,73,72,72,72,72,68,68,68,72,60,59,59,59,60,58,54,54,54,58,11,21.847008520333322
3110,32,38,253,73,73,2600000,1,1,3,2,68.0,33.0,55.0,58.0,72.0,76.0,55,36,75,62,11,54,36,16,60,58,67,68,72,68,61,43,81,71,75,23,81,72,38,51,28,55,72,72,66,52,52,52,53,52,52,52,53,53,53,53,56,57,57,57,56,65,67,67,67,65,67,71,71,71,67,4,21.561909262759922
3111,31,13,345,73,73,3600000,0,1,3,3,61.0,71.0,63.0,69.0,46.0,80.0,62,73,73,67,69,67,56,43,61,71,62,60,66,74,69,73,78,75,83,66,78,57,75,65,65,68,44,39,25,71,71,71,67,69,69,69,67,68,68,68,67,66,66,66,67,57,59,59,59,57,55,57,57,57,55,1,24.251278305332356
3112,32,19,154,73,73,2600000,0,2,3,2,51.0,49.0,64.0,54.0,73.0,74.0,66,25,75,65,27,50,76,79,64,62,54,49,45,72,39,85,52,62,83,69,70,71,38,51,69,74,73,75,73,55,55,55,53,54,54,54,53,54,54,54,55,60,60,60,55,66,68,68,68,66,67,72,72,72,67,4,23.545706371191137
3113,30,0,75,73,73,3200000,0,1,3,2,62.0,53.0,64.0,61.0,72.0,74.0,67,48,64,67,47,57,74,44,64,67,56,67,65,69,50,67,78,68,75,49,79,74,59,58,61,71,69,75,78,60,60,60,60,60,60,60,60,61,61,61,62,64,64,64,62,69,70,70,70,69,69,72,72,72,69,4,24.65590961580475
3114,35,0,284,73,73,1800000,1,2,5,3,58.0,72.0,66.0,66.0,46.0,74.0,57,70,76,70,68,67,66,65,64,75,59,58,42,69,46,76,72,40,92,70,74,52,75,71,75,76,41,40,38,72,72,72,67,70,70,70,67,69,69,69,66,65,65,65,66,54,58,58,58,54,53,58,58,58,53,1,26.309016557522373
3115,32,42,60,73,73,2500000,1,1,4,3,76.0,63.0,71.0,70.0,72.0,66.0,74,65,69,74,63,68,68,65,68,75,77,76,70,67,68,61,63,70,65,59,65,71,72,67,66,65,72,73,72,68,68,68,70,69,69,69,70,70,70,70,71,70,70,70,71,72,70,70,70,72,72,70,70,70,72,9,22.22222222222222
3116,33,2,377,73,73,2400000,1,1,4,4,76.0,72.0,64.0,76.0,24.0,69.0,62,71,41,66,72,76,71,71,52,75,80,72,79,73,88,72,75,68,66,74,76,18,78,68,68,79,38,12,17,69,69,69,72,72,72,72,72,71,71,71,70,63,63,63,70,50,48,48,48,50,46,41,41,41,46,2,24.772096710265558
3118,28,15,138,73,73,4000000,0,1,2,3,66.0,72.0,70.0,72.0,64.0,77.0,67,67,64,71,65,74,73,67,67,73,64,68,67,75,56,84,55,85,76,74,74,62,74,75,58,74,61,68,62,71,71,71,71,72,72,72,71,72,72,72,71,72,72,72,71,69,69,69,69,69,67,66,66,66,67,3,23.822714681440445
3119,31,11,215,73,73,3600000,1,1,4,3,88.0,71.0,67.0,74.0,41.0,70.0,67,72,63,66,70,73,77,73,57,71,85,91,90,71,69,75,87,71,68,67,69,35,74,73,68,69,55,26,29,72,72,72,73,73,73,73,73,72,72,72,72,64,64,64,72,58,54,54,54,58,55,51,51,51,55,1,21.736505252988767
3120,27,3,181,73,73,4200000,0,1,4,3,76.0,70.0,70.0,76.0,36.0,54.0,67,70,47,71,69,76,72,69,68,74,77,76,84,68,80,70,76,68,40,71,64,35,71,70,68,75,41,27,34,67,67,67,72,71,71,71,72,72,72,72,71,66,66,66,71,56,54,54,54,56,53,45,45,45,53,2,20.33832644628099
3122,28,15,180,73,73,4100000,1,1,3,2,70.0,72.0,51.0,62.0,28.0,84.0,51,76,74,55,68,61,45,42,47,64,65,74,58,72,59,77,73,73,91,61,82,30,75,50,55,69,15,30,13,71,71,71,63,66,66,66,63,61,61,61,62,56,56,56,62,47,47,47,47,47,45,47,47,47,45,1,25.499131944444446
3123,29,7,139,73,73,3400000,0,2,3,2,68.0,38.0,66.0,66.0,73.0,73.0,68,32,73,73,38,62,42,40,70,73,68,68,64,70,64,56,75,76,72,33,73,74,27,63,42,74,72,73,69,54,54,54,59,56,56,56,59,60,60,60,63,65,65,65,63,71,72,72,72,71,71,72,72,72,71,4,22.79035792549306
3124,30,10,110,73,73,3200000,1,1,3,3,67.0,61.0,68.0,73.0,71.0,73.0,75,52,64,69,59,74,67,57,65,74,64,69,66,74,65,75,68,75,68,65,85,71,73,62,54,66,72,73,71,67,67,67,69,68,68,68,69,68,68,68,69,69,69,69,69,72,71,71,71,72,71,71,71,71,71,9,22.019502988361115
3125,28,34,224,73,73,4100000,1,2,2,3,77.0,70.0,63.0,71.0,36.0,73.0,61,70,70,67,66,70,64,58,60,72,76,78,76,70,64,72,73,74,77,70,60,37,73,63,72,70,30,35,22,71,71,71,70,70,70,70,70,69,69,69,69,64,64,64,69,55,53,53,53,55,52,49,49,49,52,1,26.493025631204315
3126,29,13,218,73,73,3800000,1,1,3,3,59.0,70.0,72.0,71.0,56.0,71.0,67,70,48,75,59,70,69,66,72,75,60,59,67,68,74,70,64,79,72,72,60,63,74,72,76,75,52,63,45,67,67,67,69,70,70,70,69,71,71,71,70,72,72,72,70,64,66,66,66,64,62,60,60,60,62,5,24.48565200513601
3127,29,7,347,73,73,3300000,0,1,3,3,71.0,61.0,67.0,71.0,70.0,68.0,71,60,42,70,52,70,50,47,72,71,73,69,78,68,75,60,63,87,62,68,62,73,71,62,43,68,73,74,75,63,63,63,69,67,67,67,69,68,68,68,70,70,70,70,70,73,71,71,71,73,72,67,67,67,72,8,21.705129432793896
3128,33,10,46,73,73,1900000,1,1,3,2,64.0,26.0,51.0,62.0,74.0,68.0,60,20,62,60,14,61,28,25,50,60,66,62,65,74,66,32,87,58,68,32,75,73,49,41,28,66,76,78,73,48,48,48,54,51,51,51,54,53,53,53,56,56,56,56,56,66,66,66,66,66,68,71,71,71,68,4,24.302487059714682
3129,28,2,74,73,73,3400000,1,1,2,3,80.0,65.0,70.0,76.0,70.0,61.0,76,59,49,75,56,79,76,56,69,70,77,83,80,71,86,78,75,66,53,67,69,64,66,60,59,65,75,75,73,66,66,66,71,70,70,70,71,70,70,70,71,69,69,69,71,72,69,69,69,72,71,67,67,67,71,9,20.519134092541297
3131,29,8,281,73,73,3400000,1,1,3,2,64.0,42.0,58.0,65.0,70.0,77.0,53,34,74,65,40,63,44,45,65,67,65,64,69,67,65,57,85,72,76,41,83,70,50,50,56,66,69,71,69,57,57,57,57,57,57,57,57,58,58,58,60,61,61,61,60,66,68,68,68,66,67,71,71,71,67,4,22.79035792549306
3132,31,20,266,73,73,3000000,1,2,3,2,58.0,38.0,59.0,65.0,72.0,76.0,70,22,68,64,25,62,31,37,66,68,55,61,68,70,67,70,76,70,77,41,80,76,56,46,41,67,70,73,73,55,55,55,57,56,56,56,57,57,57,57,60,61,61,61,60,69,69,69,69,69,69,72,72,72,69,4,23.334120982986768
3133,33,56,276,73,73,2400000,1,2,4,3,63.0,68.0,68.0,74.0,55.0,64.0,66,63,74,74,76,75,53,50,68,73,66,61,76,78,68,75,86,64,59,65,73,48,77,69,70,68,54,56,45,70,70,70,70,71,71,71,70,71,71,71,70,69,69,69,70,62,63,63,63,62,60,60,60,60,60,3,26.061679307694877
3135,31,20,97,73,73,3000000,0,1,2,2,37.0,46.0,55.0,50.0,73.0,75.0,56,27,78,60,17,48,38,58,60,58,40,34,37,66,31,74,74,55,86,70,74,73,32,45,44,68,71,75,71,51,51,51,47,49,49,49,47,49,49,49,49,56,56,56,49,61,66,66,66,61,63,72,72,72,63,4,24.45759368836292
3136,28,17,230,73,73,4100000,1,2,4,3,62.0,74.0,58.0,69.0,39.0,78.0,58,73,73,59,68,68,68,67,47,76,60,63,64,66,46,85,67,74,82,72,78,29,71,58,61,65,41,37,22,71,71,71,66,68,68,68,66,65,65,65,65,60,60,60,65,52,52,52,52,52,50,51,51,51,50,1,22.714681440443215
3137,38,28,255,73,73,1400000,0,2,3,3,62.0,74.0,67.0,70.0,34.0,71.0,63,80,70,69,65,70,69,75,62,71,58,66,69,72,65,71,74,68,78,63,55,30,73,67,78,68,37,22,29,71,71,71,69,70,70,70,69,69,69,69,68,64,64,64,68,52,52,52,52,52,50,47,47,47,50,1,25.88057063502083
3138,27,54,317,73,73,4200000,1,1,4,3,80.0,67.0,68.0,74.0,44.0,51.0,70,70,56,70,49,75,70,60,59,72,81,80,79,69,79,73,59,63,51,62,33,35,73,70,52,70,40,54,32,69,69,69,72,71,71,71,72,71,71,71,71,66,66,66,71,58,54,54,54,58,56,48,48,48,56,10,21.224489795918366
3139,28,9,214,73,73,3600000,1,1,3,3,53.0,60.0,72.0,69.0,67.0,78.0,68,52,70,76,54,68,64,68,75,73,49,57,64,68,59,73,67,87,76,68,74,70,59,72,64,75,66,67,64,64,64,64,65,65,65,65,65,67,67,67,67,71,71,71,67,69,72,72,72,69,68,69,69,69,68,6,20.937075599818925
3140,28,2,94,73,73,3400000,0,1,2,3,75.0,60.0,71.0,71.0,69.0,67.0,75,54,53,75,59,70,73,58,72,72,73,76,76,71,73,72,71,75,62,59,70,69,69,60,57,65,70,73,70,65,65,65,69,67,67,67,69,68,68,68,70,69,69,69,70,72,70,70,70,72,71,68,68,68,71,8,23.40750912892856
3141,30,11,319,73,73,3200000,1,2,3,2,46.0,36.0,56.0,56.0,72.0,73.0,57,44,70,69,14,48,40,32,58,66,37,53,55,70,57,45,80,60,76,15,80,74,26,40,37,66,72,73,70,50,50,50,50,49,49,49,50,50,50,50,53,56,56,56,53,64,68,68,68,64,65,72,72,72,65,4,22.944088878154812
3142,28,11,124,73,73,4000000,1,1,3,4,75.0,69.0,70.0,75.0,25.0,59.0,71,67,40,66,62,75,80,68,67,73,78,72,82,67,84,69,70,70,56,71,52,19,71,77,75,69,22,30,14,66,66,66,72,70,70,70,72,71,71,71,71,65,65,65,71,51,48,48,48,51,46,38,38,38,46,3,22.460034350640772
3143,28,11,97,73,73,4100000,1,1,3,3,70.0,72.0,66.0,70.0,42.0,69.0,46,72,78,77,74,70,66,50,72,71,68,71,63,72,71,78,69,74,62,65,80,32,72,64,69,74,42,41,33,72,72,72,68,71,71,71,68,70,70,70,68,67,67,67,68,55,58,58,58,55,53,53,53,53,53,1,23.198315069747565
3144,28,66,290,73,73,3400000,0,1,3,3,75.0,54.0,65.0,70.0,71.0,76.0,73,55,70,69,25,70,47,56,67,69,74,76,71,70,69,60,73,78,72,54,82,69,60,55,44,72,70,72,72,64,64,64,66,64,64,64,66,65,65,65,68,66,66,66,68,71,70,70,70,71,71,71,71,71,71,8,20.902385858042937
3145,32,11,206,73,73,2600000,1,1,2,2,50.0,38.0,58.0,55.0,72.0,78.0,42,40,76,73,14,51,28,35,64,66,45,54,40,61,44,65,67,81,78,12,78,71,40,56,38,62,70,74,73,54,54,54,51,53,53,53,51,54,54,54,55,61,61,61,55,65,70,70,70,65,66,72,72,72,66,4,23.449340844748203
3146,30,11,37,73,73,3200000,0,1,2,2,69.0,62.0,71.0,68.0,68.0,76.0,76,58,61,72,54,65,75,73,68,69,68,70,73,68,77,72,77,92,69,64,74,72,62,65,64,64,62,73,74,64,64,64,67,65,65,65,67,66,66,66,68,69,69,69,68,72,71,71,71,72,72,69,69,69,72,8,23.510204081632654
3147,28,7,265,73,73,4000000,1,1,3,4,71.0,70.0,72.0,74.0,42.0,60.0,73,71,48,75,64,74,63,70,67,72,70,72,75,70,78,76,63,68,60,65,49,53,72,73,62,64,26,49,40,68,68,68,72,71,71,71,72,72,72,72,72,69,69,69,72,61,58,58,58,61,57,50,50,50,57,3,19.97440779001904
3148,28,46,180,73,73,4100000,1,2,4,3,69.0,72.0,55.0,69.0,33.0,72.0,50,72,81,62,61,71,57,45,55,67,68,69,69,71,66,83,92,64,77,65,62,38,70,52,69,72,20,29,23,72,72,72,65,68,68,68,65,65,65,65,64,59,59,59,64,50,49,49,49,50,48,48,48,48,48,1,24.187046492878256
3149,33,0,278,73,73,2500000,0,1,3,2,51.0,73.0,63.0,62.0,43.0,76.0,58,73,80,66,64,64,62,59,59,66,51,51,46,70,33,76,78,52,91,74,66,23,78,69,69,73,42,50,31,71,71,71,64,68,68,68,64,66,66,66,63,63,63,63,63,50,54,54,54,50,49,54,54,54,49,1,24.915315920606925
3150,28,7,135,73,73,4000000,1,1,3,3,59.0,58.0,69.0,71.0,73.0,68.0,62,52,73,76,47,70,56,54,71,73,66,54,66,76,73,64,79,66,63,66,80,75,64,71,59,71,72,74,71,64,64,64,66,67,67,67,66,69,69,69,67,71,71,71,67,70,73,73,73,70,70,72,72,72,70,5,20.98765432098765
3151,31,11,124,73,73,2900000,1,1,4,3,70.0,51.0,65.0,74.0,69.0,62.0,73,55,63,70,43,73,66,51,62,75,69,70,80,73,68,47,32,80,56,39,62,69,65,53,68,66,68,72,70,62,62,62,67,65,65,65,67,65,65,65,69,66,66,66,69,71,68,68,68,71,71,66,66,66,71,12,23.40750912892856
3152,28,11,67,73,73,3400000,0,1,3,3,67.0,62.0,69.0,69.0,72.0,73.0,77,60,66,73,56,67,58,45,63,73,68,67,64,67,67,78,71,70,72,55,82,74,63,69,43,66,72,73,74,66,66,66,67,67,67,67,67,67,67,67,68,68,68,68,68,72,71,71,71,72,71,72,72,72,71,8,21.461936624163616
3153,29,31,135,73,73,3300000,1,1,3,2,78.0,41.0,65.0,66.0,70.0,73.0,69,28,63,69,49,61,58,49,66,70,79,78,78,68,66,50,75,82,71,53,65,72,59,58,38,61,66,73,74,57,57,57,63,60,60,60,63,62,62,62,65,65,65,65,65,71,69,69,69,71,72,69,69,69,72,9,21.736505252988767
3154,29,15,173,73,73,3800000,0,1,3,3,74.0,65.0,72.0,75.0,64.0,68.0,70,62,44,73,64,74,75,73,71,73,74,74,80,72,85,70,63,86,60,70,65,71,69,70,49,61,68,63,58,66,66,66,71,70,70,70,71,71,71,71,72,71,71,71,72,70,69,69,69,70,68,63,63,63,68,5,22.30935640886966
3155,28,4,285,73,73,4100000,1,1,2,3,77.0,71.0,65.0,73.0,37.0,66.0,63,72,81,66,71,71,72,66,59,74,80,75,74,69,81,75,90,75,60,70,66,36,71,66,54,72,33,30,29,72,72,72,70,71,71,71,70,69,69,69,70,64,64,64,70,55,53,53,53,55,53,49,49,49,53,1,22.145328719723185
3156,31,0,256,73,73,3600000,1,1,4,3,69.0,71.0,69.0,72.0,36.0,75.0,67,74,70,74,61,71,57,58,62,74,66,71,70,73,70,72,77,78,76,65,70,28,74,71,67,69,24,37,48,72,72,72,71,72,72,72,71,71,71,71,71,67,67,67,71,58,56,56,56,58,55,51,51,51,55,1,23.37472607742878
3157,30,12,378,73,73,3200000,1,1,3,3,76.0,54.0,68.0,72.0,69.0,77.0,72,40,68,71,66,72,69,50,63,73,74,78,68,70,72,68,65,83,74,61,79,69,72,66,58,69,65,72,72,65,65,65,68,67,67,67,68,67,67,67,70,69,69,69,70,72,70,70,70,72,72,70,70,70,72,9,24.897060231734173
3158,26,13,42,73,73,3700000,1,1,3,3,85.0,56.0,65.0,70.0,70.0,72.0,70,50,60,68,56,68,60,50,62,70,84,86,74,70,72,64,69,78,69,60,74,70,60,60,50,70,66,75,72,63,63,63,67,65,65,65,67,66,66,66,68,66,66,66,68,72,69,69,69,72,72,69,69,69,72,9,22.99262444384723
3159,31,0,379,73,73,3500000,0,1,3,3,85.0,64.0,71.0,76.0,44.0,63.0,72,65,59,74,59,74,67,70,62,74,88,82,84,67,91,64,78,71,57,61,63,40,71,72,71,58,34,51,48,68,68,68,73,71,71,71,73,72,72,72,73,67,67,67,73,62,58,58,58,62,60,53,53,53,60,0,24.3046178773967
3160,30,11,203,73,73,3700000,0,1,2,3,33.0,62.0,71.0,66.0,71.0,71.0,57,65,74,76,48,66,61,65,74,72,32,33,63,70,35,63,58,72,75,60,65,75,70,76,46,70,67,72,68,65,65,65,63,65,65,65,63,68,68,68,64,72,72,72,64,65,72,72,72,65,65,70,70,70,65,5,22.068809416025353
3161,29,48,74,73,73,3900000,0,2,3,4,78.0,73.0,72.0,75.0,33.0,55.0,75,71,41,73,70,75,75,80,68,75,79,77,82,62,77,78,65,61,58,77,35,44,65,67,73,62,30,28,23,68,68,68,72,71,71,71,72,71,71,71,71,66,66,66,71,56,52,52,52,56,51,42,42,42,51,0,23.510204081632654
3162,30,0,213,73,73,3200000,0,2,3,2,52.0,53.0,63.0,61.0,72.0,77.0,71,49,78,63,40,63,64,46,65,60,33,68,54,70,48,64,72,74,76,49,86,68,62,55,67,70,73,72,71,61,61,61,59,59,59,59,59,58,58,58,61,62,62,62,61,67,68,68,68,67,67,72,72,72,67,4,24.12214577451276
3163,29,21,218,73,73,3300000,0,1,3,3,68.0,64.0,75.0,68.0,69.0,67.0,82,58,61,73,49,64,83,80,68,72,67,69,74,69,73,76,68,79,59,66,71,68,68,72,69,70,70,72,71,65,65,65,69,67,67,67,69,68,68,68,70,70,70,70,70,72,70,70,70,72,71,68,68,68,71,8,22.34351559258195
3165,32,55,179,73,73,3200000,1,1,4,3,72.0,72.0,68.0,72.0,35.0,70.0,62,72,70,69,71,71,58,61,67,74,71,73,74,71,62,72,75,72,73,69,61,22,73,76,80,72,22,45,30,71,71,71,71,72,72,72,71,71,71,71,70,67,67,67,70,54,54,54,54,54,52,48,48,48,52,1,22.395413419331717
3166,29,1,341,73,73,3800000,1,1,3,3,78.0,63.0,71.0,79.0,58.0,56.0,62,62,51,75,60,76,65,70,72,77,80,77,92,75,90,65,66,72,48,61,55,65,68,73,67,78,61,55,47,66,66,66,72,71,71,71,72,73,73,73,72,71,71,71,72,66,66,66,66,66,64,58,58,58,64,5,21.35779559539232
3167,29,15,267,73,73,3300000,1,2,4,2,72.0,55.0,66.0,71.0,73.0,69.0,68,40,58,72,61,68,59,50,62,72,75,69,77,70,79,79,63,74,64,65,76,73,49,60,51,68,76,75,74,61,61,61,64,63,63,63,64,64,64,64,65,66,66,66,65,72,71,71,71,72,72,71,71,71,72,9,24.489795918367346
3168,28,3,142,73,73,4000000,1,1,4,4,75.0,61.0,71.0,77.0,66.0,73.0,74,51,54,71,68,76,64,68,73,74,80,70,91,71,83,73,83,87,64,66,74,72,71,70,60,76,64,68,68,66,66,66,71,69,69,69,71,71,71,71,72,72,72,72,72,72,71,71,71,72,71,67,67,67,71,5,23.781212841854934
3169,31,5,33,73,73,2900000,0,2,4,3,63.0,56.0,67.0,71.0,74.0,71.0,76,48,60,70,50,70,62,55,66,74,65,62,66,70,71,68,68,69,72,60,72,76,66,58,61,68,76,76,74,63,63,63,66,65,65,65,66,65,65,65,67,67,67,67,67,72,71,71,71,72,71,72,72,72,71,8,22.54595907041276
3170,29,53,107,73,73,3400000,1,1,4,2,66.0,59.0,59.0,55.0,71.0,79.0,69,58,80,62,51,51,41,42,54,58,65,67,58,68,65,62,71,79,84,61,69,70,61,55,44,64,71,70,71,63,63,63,60,59,59,59,60,58,58,58,61,60,60,60,61,67,66,66,66,67,69,71,71,71,69,4,23.48347668628339
3171,26,39,57,73,73,4300000,1,2,4,3,73.0,68.0,70.0,77.0,29.0,67.0,71,65,43,73,67,80,74,69,66,76,74,73,72,73,73,75,33,61,73,69,70,28,71,66,68,68,32,25,15,69,69,69,72,72,72,72,72,72,72,72,72,66,66,66,72,53,52,52,52,53,48,43,43,43,48,11,23.148148148148145
3172,31,47,80,73,73,3600000,1,2,4,3,68.0,73.0,60.0,68.0,31.0,70.0,55,76,71,65,68,65,71,67,42,73,68,68,67,72,70,75,71,72,75,66,57,29,76,63,74,71,39,15,19,72,72,72,68,70,70,70,68,67,67,67,66,60,60,60,66,50,48,48,48,50,48,45,45,45,48,1,24.691358024691358
3173,28,7,100,73,73,4000000,1,1,4,3,77.0,69.0,70.0,76.0,32.0,53.0,72,70,60,72,63,74,63,49,66,75,78,77,83,70,86,70,59,58,58,68,32,28,70,74,64,63,36,22,30,69,69,69,73,72,72,72,73,72,72,72,72,66,66,66,72,54,50,50,50,54,51,42,42,42,51,11,22.03856749311295
3174,27,4,167,73,73,4200000,1,2,4,4,76.0,64.0,72.0,76.0,25.0,60.0,72,60,49,74,60,78,73,69,65,76,78,75,70,69,71,75,61,58,70,62,37,31,66,72,62,68,18,23,19,67,67,67,71,70,70,70,71,71,71,71,71,65,65,65,71,53,49,49,49,53,48,40,40,40,48,10,22.47120876377142
3175,28,15,380,73,73,3600000,0,1,3,2,73.0,56.0,70.0,64.0,73.0,78.0,69,38,73,73,49,59,78,83,65,67,70,75,73,73,66,80,89,79,78,71,74,67,57,66,67,65,75,76,71,63,63,63,64,63,63,63,64,64,64,64,65,67,67,67,65,71,71,71,71,71,72,73,73,73,72,6,23.413111342351716
3176,31,2,381,73,73,3600000,1,1,3,3,63.0,71.0,56.0,65.0,33.0,78.0,43,73,85,66,67,68,59,55,51,67,64,63,60,67,32,75,67,60,90,64,71,39,72,53,69,60,17,30,21,72,72,72,64,67,67,67,64,64,64,64,62,59,59,59,62,48,50,50,50,48,46,49,49,49,46,1,22.955684331345708
